iter	Logloss
0	0.6233457486
1	0.5700638244
2	0.5193263164
3	0.4625914011
4	0.418208221
5	0.3808712194
6	0.3502082339
7	0.3195308521
8	0.2931398894
9	0.2647549105
10	0.2424906533
11	0.2200769683
12	0.1992042465
13	0.1793325454
14	0.1642865959
15	0.1532666043
16	0.1396678499
17	0.1285548887
18	0.1179414822
19	0.1084087718
20	0.09926720937
21	0.09234990518
22	0.08538775843
23	0.07929278033
24	0.0727891217
25	0.06762771232
26	0.06214289235
27	0.0587785976
28	0.05465886312
29	0.05108096131
30	0.04782037366
31	0.04434677037
32	0.04130192168
33	0.03824222334
34	0.03565661842
35	0.03361654513
36	0.03178639755
37	0.02990179921
38	0.02784771357
39	0.02623096875
40	0.02424685649
41	0.02280759972
42	0.02140982883
43	0.02020850821
44	0.01889495278
45	0.01785171114
46	0.0165527356
47	0.01570510378
48	0.01462892661
49	0.01368099547
50	0.0127947801
51	0.01210872094
52	0.01149793398
53	0.01092323563
54	0.01037693946
55	0.009863325611
56	0.009375753729
57	0.008878434242
58	0.008438072269
59	0.00802891328
60	0.007632917943
61	0.007254216275
62	0.006912321938
63	0.006648966466
64	0.006286001179
65	0.006038907203
66	0.005807403944
67	0.005592643814
68	0.005389533119
69	0.005143199609
70	0.004965258526
71	0.004779713869
72	0.004615135091
73	0.004454064174
74	0.004302351138
75	0.004167259827
76	0.004010756245
77	0.003872913117
78	0.003772130504
79	0.003649966243
80	0.003535183955
81	0.003437879985
82	0.003348439669
83	0.003239162104
84	0.003153764467
85	0.003070358126
86	0.002996516367
87	0.002917943215
88	0.00283566353
89	0.002754162714
90	0.002687272296
91	0.002633939486
92	0.002570313558
93	0.00250476386
94	0.002448986966
95	0.002377690648
96	0.002325760783
97	0.002278987566
98	0.002233968622
99	0.002195548347
100	0.002155806897
101	0.002115779351
102	0.002083534443
103	0.002051530297
104	0.002011122767
105	0.001961257363
106	0.001929633402
107	0.001899576803
108	0.001865325353
109	0.001838218049
110	0.001804636432
111	0.001761917941
112	0.001736523572
113	0.001713944515
114	0.001686263857
115	0.001656549838
116	0.001630646983
117	0.001609068726
118	0.001580644565
119	0.001553760025
120	0.001533536166
121	0.001506523812
122	0.001477074354
123	0.001444488476
124	0.00140513326
125	0.001382104771
126	0.001363006681
127	0.001345756562
128	0.001329026009
129	0.001309603345
130	0.001293865249
131	0.001273241338
132	0.001258477063
133	0.001232143066
134	0.001208856185
135	0.001196751867
136	0.00118160894
137	0.001160753359
138	0.001143381628
139	0.001131785077
140	0.001117028586
141	0.001103533925
142	0.001092957524
143	0.001080346911
144	0.001068298033
145	0.001050943744
146	0.001041962716
147	0.001029948405
148	0.001019219296
149	0.001004707946
150	0.0009962665849
151	0.0009835025226
152	0.0009733807941
153	0.0009621478722
154	0.0009505871454
155	0.0009407937564
156	0.0009309099184
157	0.0009222076648
158	0.0009141581683
159	0.0009031167083
160	0.0008961579218
161	0.0008847079282
162	0.0008761117541
163	0.0008646780264
164	0.0008545430176
165	0.0008452176312
166	0.0008452081522
167	0.0008375688517
168	0.0008308477527
169	0.0008202605735
170	0.0008117386599
171	0.0007958849324
172	0.0007898698156
173	0.0007825633766
174	0.0007747671726
175	0.0007747767672
176	0.0007680262144
177	0.0007599527539
178	0.0007468984581
179	0.0007390593178
180	0.0007318834715
181	0.0007318766781
182	0.0007318617125
183	0.0007234627733
184	0.000715599055
185	0.0007156064842
186	0.0007144363182
187	0.0007043833258
188	0.0006971156023
189	0.0006899778987
190	0.0006899658765
191	0.0006899728969
192	0.0006899722612
193	0.0006899617418
194	0.0006899617418
195	0.0006899639382
196	0.0006812470494
197	0.0006803017467
198	0.0006803017467
199	0.0006699742109
200	0.0006699742109
201	0.0006699742109
202	0.0006643129533
203	0.0006643043724
204	0.0006554342551
205	0.000653935693
206	0.0006539173131
207	0.000645257587
208	0.000645231462
209	0.0006452189507
210	0.0006452363749
211	0.000645223428
212	0.0006452171857
213	0.0006452205959
214	0.0006452175946
215	0.000645213371
216	0.0006452178793
217	0.0006451957425
218	0.0006452058037
