iter	Logloss
0	0.6217399448
1	0.5688650273
2	0.5182706713
3	0.4615410827
4	0.4175611105
5	0.3807667362
6	0.3502220416
7	0.3195935238
8	0.2934780224
9	0.2649653563
10	0.2427476499
11	0.2204483884
12	0.1995612115
13	0.1795826575
14	0.1649099543
15	0.1539471709
16	0.1403554749
17	0.129250555
18	0.1186034821
19	0.1091377028
20	0.09988780159
21	0.09289774853
22	0.0859709599
23	0.07986773277
24	0.07333921306
25	0.06812711609
26	0.06276121276
27	0.05943207386
28	0.05519281553
29	0.05160813522
30	0.04805300339
31	0.04455940865
32	0.04134642658
33	0.0386744154234	0.03565661842
35	0.03361654513
36	0.03178639755
37	0.02990179921
38	0.02784771357
39	0.02623096875
40	0.02424685649
41	0.02280759972
42	0.02140982883
43	0.02020850821
44	0.01889495278
45	0.01785171114
46	0.0177454298
47	0.01570510378
48	0.01550487605
49	0.01472755243
50	0.01394350356
51	0.01318281963
52	0.01257319812
53	0.01203682017
54	0.01158042276
55	0.01108094292
56	0.01051007018
57	0.009949580944
58	0.009457164034
59	0.009005514082
60	0.008598033319
61	0.008245748871
62	0.007912063862
63	0.007525609908
64	0.007220608199
65	0.00692801591
66	0.00666437055
67	0.006371404154
68	0.006119429047
69	0.005924372334
70	0.005706906149
71	0.005498926244
72	0.005312523859
73	0.005113397416
74	0.004888451762
75	0.004699289662
76	0.00459368902
77	0.004424680068
78	0.00427815448
79	0.004135868259
80	0.004005361942
81	0.003871304634
82	0.003772402254
83	0.003640249185
84	0.00354436525
85	0.003437440169
86	0.003335227955
87	0.003247207757
88	0.003158268042
89	0.003066930428
90	090	0.002687272296
91	0.002633939486
92	0.002570313558
93	0.00250476386
94	0.002448986966
95	0.002377690648
96	0.002325760783
97	0.002278987566
98	0.002233968622
99	0.002195548347
100	0.002155806897
101	0.002115779351
102	0.002083534443
103	0.002051530297
104	0.002011122767
105	0.001961257363
106	0.001929633402
107	0.001899576803
108	0.001865325353
109	0.001838218049
110	0.001804636432
111	0.001761917941
112	0.001736523572
113	0.001713944515
114	0.001686263857
115	0.001656549838
116	0.001630646983
117	0.001609068726
118	0.001580644565
119	0.001553760025
120	0.001533536166
121	0.001506523812
122	0.001477074354
123	0.001444488476
124	0.00140513326
125	0.001382126	0.001454627032
127	0.0127	0.00134128	0.00128	0.0013129	0.001129	0.001309603345
130	0.001293865249
131	0.001273241338
132	0.001133	0.0013133	0.001134	0.001295786131
135	0.001295786131
136	0.001275841177
137	0.001137	0.0011138	0.001138	0.0011139	0.001139	0.0011140	0.001223092519
141	0.001204202357
142	0.001192370774
143	0.001176425493
144	0.00116010333
145	0.00114531337
146	0.001128296989
147	0.001117541615
148	0.001102697515
149	0.001090643296
150	0.001077073264
151	0.00106486759
152	0.001064864282
153	0.001050257421
154	0.001050260658
155	0.001038422596
156	0.001026894708
157	0.001015555623
158	0.001001785886
159	0.0009923535792
160	0.0009923280055
161	0.0009796539553
162	0.0009695120864
163	0.0009577588516
164	0.0009577541742
165	0.0009577500972
166	0.000946472275
167	0.000946472275
168	0.000937271319
169	0.0009249420173
170	0.0009170545861
171	0.0009080677222
172	0.0008981919052
173	0.0008880172958
174	0.0008798318494
175	0.0008716911413
176	0.0008628483358
177	0.0008531524449
178	0.000842584201
179	0.0008342500654
180	0.0008266440457
181	0.0008266329794
182	0.0008172403092
183	0.0008172278515
184	0.0008172330801
185	0184	0.00071559186	0.0008007651197
187	0.0007923158038
188	0.0007844270851
189	0.0007761721625
190	0.0007660865712
191	0.0007660865712
192	0.0007660885674
193	0.0007661010209
194	0.0007581138618
195	0.0007580949884
196	0.0007580767818
197	0.0007580841801
198	0.0007580841801
199	0.00075019759
200	0.000742682466
201	0.0007356544351
202	0.0007356396387
203	0.0007291866705
204	0.0007291960028
205	0.0007291758001
206	0.0007291834606
207	0.0007291873331
208	0.000729173866
209	0.000729173866
210	0.0007291692999
211	0.0007291638668
212	0.0007291764937
213	0.0007291764937
214	0.0007291541256
215	0.0007291473942
216	0.000729140316
217	0.0007291371639
218	0.0007291292187
219	0.0007291306904
220	0.0007212805004
221	0.0007212759343
222	0.0007212799802
223	0.0007212582547
224	0.0007212467838
225	0.0007212514077
226	0.000721242938
227	0.000721242938
228	0.0007212427646
229	0.0007212247047
230	0.0007212394434
231	0.0007212321029
232	0.0007212106019
233	0.0007211869044
234	0.0007211863842
235	0.0007211834365
236	0.0007211729439
237	0.0007211792172
238	0.0007211841301
239	0.0007211630336
240	0.0007211598814
241	0.0007211704896
242	0.0007211489885
243	0.0007211577161
244	0243	0.000635621245	0244	0.0006265452372
245	0.0006265470868
246	0.0006265434187
247	0.0006265494565
248	0.0006265306142
249	0.0006265346291
250	0.0006265313388
251	0.0006265156443
252	0.0006265182763
253	0.0006265176673
254	0.0006265181029
255	0.0006264992338
256	0.0006264985092
257	0.0006264867761
258	0.0006264853001
259	0.0006264792312
260	0.0006264828725
261	0.0006264597263
262	0.0006264597263
263	0.0006264705657
264	0.0006264658797
265	0.0006264662265
266	0.0006264701301
267	0.0006264672669
268	0.0006264580191
269	0.0006264346685
270	0.0006264346107
271	0.0006264205656
272	0.0006264283995
273	0.0006264395236
274	0.0006264258831
275	0.0006264110599
276	0.0006263777947
277	0.0006263832855
278	0.0006188453869
279	0.0006188362547
280	0.0006188362547
281	0.000618824437
282	0.0006188314885
283	0.0006188331646
284	0.0006188082534
285	0.0006188183104
286	0.0006188183104
287	0.0006188183104
288	0.0006188159984
289	0.0006188090894
290	0.0006188129929
291	0.0006187924434
292	0.0006187981076
293	0.0006187872147
294	0.0006187870103
295	0.0006187898735
296	0.0006187898735
297	0.0006187806257
298	0.0006187794119
299	0.0006187780826
300	0.0006187644153
301	0.0006187712045
302	0.0006187724183
303	0.0006187491255
304	0.0006187700175
305	0.0006187482274
306	0.0006187364943
307	0.0006187536916
308	0.0006187371879
309	0.0006187352848
310	0.0006187269576
311	0.0006187234629
312	0.000618725139
313	0.00061872742
314	0.0006187054565
315	0.0006187054565
316	0.0006187150821
317	0.0006187072215
318	0.0006186980583
319	0.0006186873655
320	0.0006186906333
321	0.0006186911802
322	0.0006186577459
323	0.0006186735827
324	0.0006186590041
325	0.0006186620985
326	0.0006186503344
327	0.0006186503344
328	0.0006186553628
329	0.0006186512324
330	0.000618639217
331	0.0006186512123
332	0.0006186510657
333	0.0006116868492
334	0.0006043658797
335	0.0006043644037
336	0.0006043624964
337	0.0006043533374
338	0.0006043611402
339	0.0006043611402
340	0.0006043499851
341	0.000604343076
342	0.0006043383098
343	0.000604338221
344	0.0006043294666
345	0.0006043377586
346	0.0006043379362
347	0.0006043111712
348	0.0006043138299
349	0.0006043090637
350	0.0006043086013
351	0.0006043159107
352	0.0006042987755
353	0.000604304351
354	0.0006042924755
355	0.0006042908261
356	0.0006042908261
357	0.0006042727662
358	0.0006042777369
359	0.0006042777369
360	0.0006042688359
361	0.0006042711746
362	0.0006042592103
363	0.0006042592103
364	0.0006042592103
365	0.0006042592103
366	0.0006042448805
367	0.0006042476238
368	0.0006042549064
369	0.0006042502247
370	0.0006042501669
371	0.0006042501669
372	0.0006042537772
373	0.0006042305732
374	0.0006042254601
375	0.0006042341835
376	0.0006042272209
377	0.0006042272209
378	0.0006042112374
379	0.0006042112374
380	0.0006042112374
381	0.0006042095035
382	0.0006041958052
383	0.0006042061244
384	0.0006041989263
385	0.0006041919705
386	0.0006041645204
387	0.0006041678727
388	0.0006041738795
389	0.0005988156902
390	0.0005988273388
391	0.0005988273388
392	0.0005988231773
393	0.0005988158947
394	0.0005988200829
395	0.0005988005202
396	0.0005988050553
397	0.0005988050553
398	0.0005987874845
399	0.0005987874845
400	0.0005987817625
401	0.0005987888717
402	0.0005987614174
403	0.0005987710697
404	0.0005987716209
405	0.0005987788458
406	0.0005987628556
407	0.0005987413813
408	0.0005987606592
409	0.0005987606592
410	0.0005987441288
411	0.0005987441288
412	0.0005987429996
413	0.0005987497043
414	0.0005987511803
415	0.0005987410612
416	0.0005987410612
417	0.0005987313554
418	0.0005987238683
419	0.0005987238683
420	0.0005987238683
421	0.0005987252865
422	0.0005987252865
423	0.0005987154297
424	0.0005987134068
425	0.0005987136069
426	0.0005987055461
427	0.0005986916745
428	0.0005986919635
429	0.00059867951
430	0.0005986751441
431	0.0005986751441
432	0.000598678901
433	0.0005986751173
434	0.0005986741925
435	0.0005986676303
436	0.0005986647981
437	0.0005986525448
438	0.0005986657807
439	0.000598647054
440	0.0005986499749
441	0.0005986506953
442	0.0005986429813
443	0.0005986429813
444	0.0005986489035
445	0.0005986305503
446	0.0005986364768
447	0.0005986415363
448	0.0005986335291
449	0.0005986268555
450	0.0005986268555
451	0.00453	0.0006817716367
454	0.0006817716367
455	0.0006817716367
456	0.0006817630825
457	0.0006456	0.0005986005571
457	0.0005986063948
458	0.0005985896021
459	0.000461	0.00068460	0.000462	0.0006817452495
463	0.00068462	0.000464	0.00068463	0.000465	0.00068464	0.0005985724938
465	0.0005985597513
466	0.000468	0.00068467	0.000469	0.00068468	0.0005957959592
469	0.0005957933893
470	0.0005957660973
471	0.0005957660973
472	0.0005957632962
473	0.475	0.00068170474	0.476	0.0006816985793
477	0.0006816986949
478	0.0006816973655
479	0.0006816905143
480	0.0006816801415
481	0.0006816966719
482	0.0006816704892
483	0.0006816840718
484	0.0006816665589
485	0.000681655088
486	0.0006816568487
487	0.0006816535542
488	0.0006816535542
489	0.0006816635266
490	0.0006816484369
491	0.0006816454313
492	0.0006816454313
493	0.000681650691
494	0.000681650691
495	0.0006816428614
496	0.0006816425146
497	0.000681637575
498	0.0006816356366
499	0.0006816261576
500	0.0006816164097
501	0.0006816164097
502	0.000681613751
503	0.0006816227676
504	0.0006816186328
505	0.0006816296146
506	0.0006816015822
507	0.0006815960914
508	0.0006816051968
509	0.0006816114123
510	0.0006816001683
511	0.0006815883196
512	0.0006815944462
513	0.0006815835801
514	0.000681596816
515	0.0006815790718
516	0.0006815758351
517	0.0006815833179
518	0.0006815774802
519	0.0006815783782
520	0.0006815703132
521	0.0006815776536
522	0.0006815776536
523	0.0006815706332
524	0.0006815722516
525	0.0006815598249
526	0.0006815598249
527	0.000681570722
528	0.0006815620212
529	0.000681564102
530	0.0006815634662
531	0.0006815539872
532	0.000681553756
533	0.0006815429787
534	0.0006815471092
535	0.0006815471092
536	0.0006815471092
537	0.0006815471092
538	0.0006815471092
539	0.0006815549698
540	0.0006815378304
541	0.0006815357229
542	0.0006815421963
543	0.0006815251147
544	0.0006815345937
545	0.0006815374836
546	0.0006815111585
547	0.0006815111585
548	0.000681512399
549	0.000681512399
550	0.0006815177652
551	0.0006815205396
552	0.0006815122744
553	0.0006815146441
554	0.0006815190678
555	0.0006815081707
556	0.0006814952238
557	0.0006814932008
558	0.0006815201039
559	0.000681501146
560	0.000681501146
561	0.0006814842688
562	0.0006814813789
563	0.0006814747053
564	0.0006814731447
565	0.0006814623942
566	0.000681445197
567	0.0006814554851
568	0.000681450919
569	0.0006814529152
570	0.0006814529152
571	0.000681444041
572	0.000681467565
573	0.0006814558051
574	0.0006814395059
575	0.0006814326857
576	0.0006814197766
577	0.0006814170868
578	0.0006814170868
579	0.0006814225509
580	0.0006814282997
581	0.0006814036197
582	0.0006814231867
583	0.0006814120316
584	0.0006813948921
585	0.0006814035619
586	0.0006813932738
587	0.0006813946342
588	0.0006813925802
589	0.0006813919754
590	0.0006813854442
591	0.0006813970617
592	0.0006813863112
593	0.0006813790864
594	0.0006813820341
595	0.0006813829589
596	0.0006813732487
597	0.0006813813405
598	0.0006813824076
599	0.0006813776104
600	0.0006813661084
601	0.0006813549843
602	0.0006813540596
603	0.0006813642589
604	0.0006813654149
605	0.0006813659393
606	0.0006813469503
607	0.0006813463145
608	0.0006813580166
609	0.0006813650413
610	0.0006813460523
611	0.0006813562559
612	0.00068135611	0.613	0.00068135612	0.0005952847726
613	0.615	0.00068134614	0.616	0.00068134615	0.617	0.00068133616	0.618	0.00068133617	0.619	0.00068133618	0.620	0.0006813412283
621	0.0006813290906
622	0.000681328397
623	0.0006813364888
624	0.0006813297841
625	0.0006813346392
626	0.0006813409082
627	0.0006813236843
628	0.0006813303621
629	0.0006813347281
630	0.0006813311713
631	0.0006813153345
632	0.0006813223859
633	0.0006813229639
634	0.0006813172997
635	0.000681317731
636	0.0006813225283
637	0.0006813237999
638	0.0006813213456
639	0.0006813314293
640	0.0006813176154
641	0.0006813132805
642	0.0006813060867
643	0.0006813149877
644	0.000681300218
645	0.0006813059401
646	0.0006813116044
647	0.0006813170374
648	0.0006813124446
649	0.0006813096702
650	0.0006812985729
651	0.0006813003069
652	0.0006813014361
653	0.000681313516
654	0.000681294558
655	0.0006812829983
656	0.0006812951318
657	0.0006813051619
658	0.0006813037748
659	0.0006812944692
660	0.0006812895563
661	0.0006812912325
662	0.0006812944114
663	0.0006812944114
664	0.0006812944114
665	0.0006812944114
666	0.0006812944114
667	0.0006812965189
668	0.000681282994
669	0.0006812770718
670	0.000681278717
671	0.0006812912014
672	0.0006812757114
673	0.0006812819537
674	0.0006812828517
675	0.0006812817225
676	0.0006812798151
677	0.0006812695002
678	0.0006812541836
679	0.0006812704828
680	0.0006812833719
681	0.0006812809133
682	0.0006812726213
683	0.0006812725903
684	0.0006812637781
685	0.0006812648453
686	0.0006812722435
687	0.0006812710875
688	0.0006812710875
689	0.0006812637781
690	0.0006812637781
691	0.0006812605992
692	0.0006812575937
693	0.0006812515248
694	0.0006812516404
695	0.0006812551662
696	0.0006812479413
697	0.0006812449358
698	0.0006812467276
699	0.0006812467276
700	0.0006812516982
701	0.0006812361504
702	0.0006812436332
703	0.0006812389247
704	0.0006812408899
705	0.0006812570467
706	0.0006812355146
707	0.000681230255
708	0.000681230255
709	0.0006812378844
710	0.0006812301394
711	0.0006812303973
712	0.0006812385469
713	0.0006812481993
714	0.0006812481993
715	0.0006812481993
716	0.0006812362928
717	0.000681226467
718	0.0006812322779
719	0.0006812179706
720	0.0006812191266
721	0.0006812141869
722	0.0006812210339
723	0.0006812241551
724	0.0006812168146
725	0.0006812189532
726	0.0006812121262
727	0.000681221374
728	0.0006812167501
729	0.0006812214896
730	0.0006812098143
731	0.0006812098143
732	0.0006812248419
733	0.000681732	0.00734	0.00068733	0.000735	0.00068734	0.000594832821
735	0.000594816784
736	0.000594817073
737	0.0005948155125
738	0.000594816175
739	0.0005948192383
740	0.0005947993556
741	0.0005947881427
742	0.0005947872179
743	0.0005947898189
744	0.0005947928822
745	0.0005947981108
746	0.0005947942693
747	0.0005947924198
748	0.0005750	0.0006749	0.000594790917
750	0.0005947784058
751	0.0005947626535
752	0.0005947697049
753	0.0005947594436
754	0.0005947539259
755	0.0005947499956
756	0.0005947331762
757	0.0005947198825
758	0.0005947245642
759	0.0005947164724
760	0.0005947130623
761	0.0005947130623
762	0.0005947252888
763	0.0005946972055
764	0.0005947071
765	0.0005946963184
766	0.0005946963184
767	0.0005946925037
768	0.0005946988038
769	0.0005946850477
770	0.0005946908854
771	0.0005946906542
772	0.0005946740082
773	0.0005946740082
774	0.0005946740082
775	0.0005946773337
776	0.0005946703091
777	0.0005946545879
778	0.0005946500796
779	0.0005946477676
780	0.0005946372483
781	0.0005946356299
782	0.0005946212959
783	0.0005946212959
784	0.0005946058636
785	0.0005945918764
786	0.0005945936992
787	0.0005945900268
788	0.0005945727183
789	0.0005945771955
790	0.0005945904314
791	0.0005945696239
792	0.0005945756928
793	0.000594566414
794	0.0005945795585
795	0.0005945718403
796	0.0005945480273
797	0.0005945491254
798	0.0005945478271
799	0.0005945569283
800	0.0005945418739
801	0.000594541785
802	0.0005945394731
803	0.0005945385483
804	0.0005945360052
805	0.0005945410914
806	0.0005945299941
807	0.0005945243566
808	0.0005945259482
809	0.0005945222491
810	0.0005945303677
811	0.0005945287225
812	0.0005945128857
813	0.0005945097646
814	0.0005945187812
815	0.0005945034913
816	0.0005945060077
817	0.0005945071059
818	0.0005945071059
819	0.0005945114986
820	0.0005945141573
821	0.000594502482
822	0.0005944958662
823	0.0005944857204
824	0.0005944857204
825	0.0005944815589
826	0.0005944837552
827	0.00059448468
828	0.0005944850268
829	0.0005944703459
830	0.0005944776864
831	0.0005944693634
832	0.0005944732937
833	0.0005944772818
834	0.0005944570523
835	0.0005944612138
836	0.000594459422
837	0.0005944524284
838	0.0005944576035
839	0.0005944523706
840	0.0005944515036
841	0.0005944422558
842	0.0005944445678
843	0.0005944339328
844	0.0005944339328
845	0.0005944290199
846	0.0005944290199
847	0.0005944338483
848	0.0005944298669
849	0.0005944250118
850	0.000594425532
851	0.0005944137411
852	0.0005944037419
853	0.0005944037419
854	0.0005944037419
855	0.0005944037419
856	0.0005944037419
857	0.0005944037419
858	0.0005944037419
859	0.0005944037419
860	0.0005944037419
861	0.0005944037419
862	0.0005944037419
863	0.0005944037419
864	0.0005944130475
865	0.0005944130475
866	0.0005944055647
867	0.0005944075098
868	0.0005944134321
869	0.0005943974796
870	0.0005943974796
871	0.0005943997338
872	0.000594397333
873	0.0005944012055
874	0.0005943951409
875	0.0005943951677
876	0.0005943790729
877	0.0005943730886
878	0.0005943696207
879	0.0005943782327
880	0.0005943782327
881	0.0005943782327
882	0.0005943654592
883	0.0005943541307
884	0.0005943596216
885	0.0005943399122
886	0.0005943477151
887	0.0005943385251
888	0.0005943385251
889	0.0005943424554
890	0.0005943238442
891	0.0005943335544
892	0.0005943273121
893	0.0005943293929
894	0.000594325347
895	0.0005943303177
896	0.000594315837
897	0.0005943133827
898	0.0005943223104
899	0.0005943223104
900	0.0005943223104
901	0.0005943166772
902	0.0005943197983
903	0.0005943000312
904	0.0005943000312
905	0.0005942998578
906	0.0005943070826
907	0.0005942970257
908	0.0005942874043
909	0.0005942820558
910	0.0005942895119
911	0.0005942815089
912	0.000594274253
913	0.0005942809509
914	0.0005942772786
915	0.000594267684
916	0.0005942650253
917	0.00059426563
918	0.0005942710363
919	0.0005942639849
920	0.0005942639849
921	0.0005942488417
922	0.0005942536968
923	0.0005942536968
924	0.0005942384957
925	0.0005942368196
926	0.0005942445956
927	0.0005942445956
928	0.0005942385535
929	0.0005942383223
930	0.0005942295369
931	0.0005942296525
932	0.0005942244239
933	0.0005942334672
934	0.0005942177728
935	0.0005942064175
936	0.000594210579
937	0.0005942071111
938	0.0005942124286
939	0.0005941974587
940	0.0005941917634
941	0.0005942001175
942	0.0005941845118
943	0.0005941874596
944	0.0005941832135
945	0.0005941838183
946	0.0005941667677
947	0.0005941645713
948	0.0005941613078
949	0.0005941706402
950	0.0005941641089
951	0.0005941628374
952	0.0005941586759
953	0.0005941458756
954	0.0005941433014
955	0.0005941370592
956	0.0005941310481
957	0.0005941324621
958	0.0005941294298
959	0.000594129083
960	0.000594129083
961	0.0005941243745
962	0.000594115796
963	0.0005941198152
964	0.0005941168096
965	0.0005941076775
966	0.0005941114033
967	0.0005941057123
968	0.0005941210867
969	0.0005941038895
970	0.0005941071573
971	0.0005940879103
972	0.0005941012618
973	0.0005940871012
974	0.0005940828508
975	0.0005940828508
976	0.000594085972
977	0.000594084558
978	0.0005940756838
979	0.0005940751101
980	0.0005940817837
981	0.0005940760038
982	0.0005940748789
983	0.0005940793561
984	0.0005940614386
985	0.0005940547339
986	0.0005940539558
987	0.0005940632614
988	0.0005940547339
989	0.0005940376523
990	0.000594042365
991	0.0005940413514
992	0.0005940483761
993	0.0005940249987
994	0.000594034589
995	0.0005940207751
996	0.0005940207484
997	0.0005940212686
998	0.0005940010968
999	0.0005940193612
